nivel;id_inscripcion;genero;municipio;departamento;aprobo;discapacidad;edad;rango;categoria
Docente;503.765.037;M;Zaragoza;Antioquia;NO;NO;55;51 EN ADELANTE;ADULTO MAYOR
Docente;477.247.846;F;Villavicencio;Meta;NO;NO;23;18  A 30;JOVEN
Docente;131.125.361;M;Medellin;Antioquia;SI;NO;46;41 A 50;ADULTO
Docente;963.366.047;F;Monteria;Cordoba;NO;NO;29;18  A 30;JOVEN
Docente;76.730.620;F;Medellin;Antioquia;NO;NO;48;41 A 50;ADULTO
Docente;489.922.960;F;Monteria;Cordoba;NO;NO;20;18  A 30;JOVEN
Docente;877.929.778;F;Medellin;Antioquia;NO;NO;49;41 A 50;ADULTO
Docente;887.312.951;F;Monteria;Cordoba;NO;NO;51;51 EN ADELANTE;ADULTO MAYOR
Docente;878.008.950;M;Monteria;Cordoba;NO;NO;51;51 EN ADELANTE;ADULTO MAYOR
Docente;9.223.114;F;Monteria;Cordoba;NO;NO;50;41 A 50;ADULTO
Docente;286.550.989;M;Zaragoza;Antioquia;NO;SI;37;31 a 40;ADULTO JOVEN
Docente;364.444.874;F;Apartado;Antioquia;NO;NO;47;41 A 50;ADULTO
Docente;349.733.716;F;Monteria;Cordoba;NO;NO;48;41 A 50;ADULTO
Docente;564.019.575;M;Magangue;Bolivar;NO;NO;44;41 A 50;ADULTO
Docente;378.215.876;F;Sincelejo;Sucre;NO;NO;23;18  A 30;JOVEN
Docente;65.534.920;F;Zaragoza;Antioquia;NO;NO;27;18  A 30;JOVEN
Docente;220.587.536;M;Medellin;Antioquia;NO;NO;27;18  A 30;JOVEN
Docente;83.159.532;F;Zaragoza;Antioquia;NO;NO;40;31 a 40;ADULTO JOVEN
Docente;610.425.584;M;Zaragoza;Antioquia;NO;NO;36;31 a 40;ADULTO JOVEN
Docente;604.092.737;F;Zaragoza;Antioquia;NO;NO;42;41 A 50;ADULTO
Docente;391.230.330;M;Monteria;Cordoba;SI;NO;49;41 A 50;ADULTO
Docente;140.116.233;F;Zaragoza;Antioquia;SI;NO;28;18  A 30;JOVEN
Docente;559.160.503;F;Medellin;Antioquia;NO;NO;28;18  A 30;JOVEN
Docente;363.962.103;F;Monteria;Cordoba;NO;NO;53;51 EN ADELANTE;ADULTO MAYOR
Docente;612.590.993;F;Monteria;Cordoba;NO;NO;19;18  A 30;JOVEN
Docente;418.547.117;M;Monteria;Cordoba;NO;NO;39;31 a 40;ADULTO JOVEN
Docente;483.466.669;M;Medellin;Antioquia;NO;NO;55;51 EN ADELANTE;ADULTO MAYOR
Docente;732.870.938;F;Monteria;Cordoba;NO;NO;24;18  A 30;JOVEN
Docente;493.071.314;F;Sincelejo;Sucre;NO;NO;27;18  A 30;JOVEN
Docente;984.277.590;M;Medellin;Antioquia;NO;NO;48;41 A 50;ADULTO
Docente;314.731.569;F;Medellin;Antioquia;NO;NO;19;18  A 30;JOVEN
Docente;161.092.308;M;Monteria;Cordoba;NO;NO;47;41 A 50;ADULTO
Docente;652.799.037;M;Cartagena De Indias;Bolivar;NO;NO;24;18  A 30;JOVEN
Docente;686.437.191;M;Monteria;Cordoba;NO;NO;22;18  A 30;JOVEN
Docente;617.033.207;M;Sincelejo;Sucre;NO;NO;20;18  A 30;JOVEN
Docente;591.400.843;F;Medellin;Antioquia;SI;NO;39;31 a 40;ADULTO JOVEN
Docente;258.708.847;F;Medellin;Antioquia;NO;NO;44;41 A 50;ADULTO
Docente;582.886.631;F;Zaragoza;Antioquia;NO;NO;40;31 a 40;ADULTO JOVEN
Docente;8.888.884;M;Medellin;Antioquia;SI;NO;54;51 EN ADELANTE;ADULTO MAYOR
Docente;308.703.907;F;Medellin;Antioquia;NO;NO;56;51 EN ADELANTE;ADULTO MAYOR
Docente;815.232.259;F;Medellin;Antioquia;NO;NO;45;41 A 50;ADULTO
Docente;693.382.658;F;Medellin;Antioquia;NO;NO;42;41 A 50;ADULTO
Docente;788.584.298;F;Cali;Valle del Cauca;NO;NO;35;31 a 40;ADULTO JOVEN
Docente;864.296.462;F;Monteria;Cordoba;NO;NO;20;18  A 30;JOVEN
Docente;545.648.616;M;Medellin;Antioquia;NO;NO;54;51 EN ADELANTE;ADULTO MAYOR
Docente;849.605.409;L;Monteria;Cordoba;NO;NO;28;18  A 30;JOVEN
Docente;616.671.539;M;Monteria;Cordoba;SI;NO;52;51 EN ADELANTE;ADULTO MAYOR
Docente;350.511.370;M;Monteria;Cordoba;SI;NO;53;51 EN ADELANTE;ADULTO MAYOR
Docente;585.887.491;F;Monteria;Cordoba;NO;NO;40;31 a 40;ADULTO JOVEN
Docente;25.780.457;F;Apartado;Antioquia;NO;NO;32;31 a 40;ADULTO JOVEN
Docente;267.667.915;M;Apartado;Antioquia;SI;NO;44;41 A 50;ADULTO
Docente;860.411.564;F;Apartado;Antioquia;SI;NO;20;18  A 30;JOVEN
Docente;331.502.798;F;Apartado;Antioquia;NO;NO;29;18  A 30;JOVEN
Docente;581.196.055;M;Apartado;Antioquia;SI;NO;20;18  A 30;JOVEN
Docente;354.285.508;F;Medellin;Antioquia;SI;NO;44;41 A 50;ADULTO
Docente;536.846.847;F;Apartado;Antioquia;NO;NO;50;41 A 50;ADULTO
Docente;726.980.034;F;Medellin;Antioquia;NO;NO;59;51 EN ADELANTE;ADULTO MAYOR
Docente;397.254.661;M;Apartado;Antioquia;NO;NO;23;18  A 30;JOVEN
Docente;778.259.516;F;Apartado;Antioquia;NO;NO;42;41 A 50;ADULTO
Docente;615.565.502;M;Medellin;Antioquia;SI;NO;50;41 A 50;ADULTO
Docente;717.940.251;F;Medellin;Antioquia;SI;NO;33;31 a 40;ADULTO JOVEN
Docente;74.442.781;F;Apartado;Antioquia;SI;NO;35;31 a 40;ADULTO JOVEN
Docente;364.133.166;M;Medellin;Antioquia;NO;NO;21;18  A 30;JOVEN
Docente;662.177.819;F;Apartado;Antioquia;SI;NO;32;31 a 40;ADULTO JOVEN
Docente;300.192.434;F;Apartado;Antioquia;SI;NO;30;18  A 30;JOVEN
Docente;571.155.469;F;Apartado;Antioquia;SI;NO;48;41 A 50;ADULTO
Docente;372.448.134;F;Apartado;Antioquia;SI;NO;27;18  A 30;JOVEN
Docente;387.575.800;F;Apartado;Antioquia;NO;NO;52;51 EN ADELANTE;ADULTO MAYOR
Docente;259.798.894;F;Apartado;Antioquia;SI;NO;55;51 EN ADELANTE;ADULTO MAYOR
Docente;697.640.318;M;Apartado;Antioquia;NO;NO;40;31 a 40;ADULTO JOVEN
Docente;609.828.177;F;Medellin;Antioquia;NO;NO;26;18  A 30;JOVEN
Docente;651.947.925;F;Apartado;Antioquia;SI;NO;22;18  A 30;JOVEN
Docente;866.030.689;F;Apartado;Antioquia;NO;SI;18;18  A 30;JOVEN
Docente;286.346.247;M;Apartado;Antioquia;SI;NO;28;18  A 30;JOVEN
Docente;317.778.449;M;Apartado;Antioquia;SI;NO;47;41 A 50;ADULTO
Docente;813.633.657;F;Apartado;Antioquia;NO;NO;19;18  A 30;JOVEN
Docente;91.938.970;F;Apartado;Antioquia;NO;NO;18;18  A 30;JOVEN
Docente;653.071.652;F;Medellin;Antioquia;SI;NO;52;51 EN ADELANTE;ADULTO MAYOR
Docente;822.219.151;N;Apartado;Antioquia;NO;NO;40;31 a 40;ADULTO JOVEN
Docente;728.026.754;F;Medellin;Antioquia;SI;NO;27;18  A 30;JOVEN
Docente;568.123.579;F;Medellin;Antioquia;SI;NO;39;31 a 40;ADULTO JOVEN
Docente;169.064.314;F;Medellin;Antioquia;NO;NO;22;18  A 30;JOVEN
Docente;461.547.861;M;Medellin;Antioquia;SI;NO;54;51 EN ADELANTE;ADULTO MAYOR
Docente;341.079.364;F;Medellin;Antioquia;SI;NO;18;18  A 30;JOVEN
Docente;172.911.049;F;Apartado;Antioquia;NO;NO;43;41 A 50;ADULTO
Docente;66.124.151;F;Monteria;Cordoba;SI;NO;27;18  A 30;JOVEN
Docente;20.968.632;F;Medellin;Antioquia;NO;NO;58;51 EN ADELANTE;ADULTO MAYOR
Docente;266.094.089;M;Apartado;Antioquia;NO;NO;49;41 A 50;ADULTO
Docente;991.379.129;F;Apartado;Antioquia;NO;NO;45;41 A 50;ADULTO
Docente;872.749.139;M;Medellin;Antioquia;NO;NO;57;51 EN ADELANTE;ADULTO MAYOR
Docente;69.268.570;M;Medellin;Antioquia;SI;NO;52;51 EN ADELANTE;ADULTO MAYOR
Docente;952.913.775;F;Santa Marta;Magdalena;NO;NO;18;18  A 30;JOVEN
Docente;282.100.262;M;Apartado;Antioquia;SI;NO;18;18  A 30;JOVEN
Docente;607.087.736;F;Apartado;Antioquia;NO;NO;36;31 a 40;ADULTO JOVEN
Docente;1.703.424;F;Apartado;Antioquia;SI;NO;20;18  A 30;JOVEN
Docente;73.385.430;F;Apartado;Antioquia;NO;NO;59;51 EN ADELANTE;ADULTO MAYOR
Docente;592.300.522;M;Apartado;Antioquia;NO;NO;41;41 A 50;ADULTO
Docente;639.802.657;F;Apartado;Antioquia;NO;NO;52;51 EN ADELANTE;ADULTO MAYOR
Docente;660.726.328;F;Apartado;Antioquia;NO;NO;22;18  A 30;JOVEN
Docente;627.168.333;F;Apartado;Antioquia;NO;NO;39;31 a 40;ADULTO JOVEN
Docente;407.843.346;M;Medellin;Antioquia;NO;NO;50;41 A 50;ADULTO
Docente;359.122.623;M;Apartado;Antioquia;SI;NO;41;41 A 50;ADULTO
Docente;182.605.139;F;Apartado;Antioquia;NO;NO;26;18  A 30;JOVEN
Docente;346.654.741;F;Medellin;Antioquia;SI;NO;43;41 A 50;ADULTO
Docente;573.927.836;M;Apartado;Antioquia;SI;NO;30;18  A 30;JOVEN
Docente;880.502.227;F;Apartado;Antioquia;SI;NO;41;41 A 50;ADULTO
Docente;987.510.938;M;Magangue;Bolivar;NO;NO;19;18  A 30;JOVEN
Docente;139.860.744;F;Apartado;Antioquia;SI;NO;24;18  A 30;JOVEN
Docente;652.443.545;M;Medellin;Antioquia;NO;NO;39;31 a 40;ADULTO JOVEN
Docente;634.774.811;F;Medellin;Antioquia;SI;NO;28;18  A 30;JOVEN
Docente;583.018.216;M;Apartado;Antioquia;SI;NO;34;31 a 40;ADULTO JOVEN
Docente;467.048.853;F;Medellin;Antioquia;NO;NO;60;51 EN ADELANTE;ADULTO MAYOR
Docente;318.386.995;F;Apartado;Antioquia;NO;NO;29;18  A 30;JOVEN
Docente;802.448.410;M;Cali;Valle del Cauca;SI;NO;27;18  A 30;JOVEN
Docente;591.420.793;F;Apartado;Antioquia;SI;NO;20;18  A 30;JOVEN
Docente;892.346.966;F;Apartado;Antioquia;NO;NO;20;18  A 30;JOVEN
Docente;969.186.052;F;Medellin;Antioquia;SI;NO;50;41 A 50;ADULTO
Docente;499.175.634;M;Apartado;Antioquia;NO;NO;31;31 a 40;ADULTO JOVEN
Docente;101.474.571;M;Apartado;Antioquia;NO;NO;39;31 a 40;ADULTO JOVEN
Docente;288.489.370;F;Apartado;Antioquia;SI;NO;20;18  A 30;JOVEN
Docente;32.098.616;F;Apartado;Antioquia;NO;NO;31;31 a 40;ADULTO JOVEN
Docente;591.901.930;M;Apartado;Antioquia;NO;NO;39;31 a 40;ADULTO JOVEN
Docente;538.029.897;F;Apartado;Antioquia;NO;NO;44;41 A 50;ADULTO
Docente;417.722.720;M;Apartado;Antioquia;NO;NO;52;51 EN ADELANTE;ADULTO MAYOR
Docente;310.049.752;F;Apartado;Antioquia;SI;NO;28;18  A 30;JOVEN
Docente;454.823.256;M;Apartado;Antioquia;NO;NO;21;18  A 30;JOVEN
Docente;726.544.013;F;Medellin;Antioquia;NO;NO;42;41 A 50;ADULTO
Docente;123.451.212;F;Apartado;Antioquia;NO;NO;42;41 A 50;ADULTO
Docente;922.631.613;M;Apartado;Antioquia;SI;NO;33;31 a 40;ADULTO JOVEN
Docente;581.481.096;F;Apartado;Antioquia;NO;NO;46;41 A 50;ADULTO
Docente;62.413.118;M;Apartado;Antioquia;NO;NO;24;18  A 30;JOVEN
Docente;768.234.952;F;Apartado;Antioquia;SI;NO;24;18  A 30;JOVEN
Docente;431.761.874;F;Apartado;Antioquia;NO;NO;43;41 A 50;ADULTO
Docente;911.726.684;M;Medellin;Antioquia;SI;NO;52;51 EN ADELANTE;ADULTO MAYOR
Docente;67.702.483;F;Apartado;Antioquia;NO;NO;22;18  A 30;JOVEN
Docente;884.057.187;M;Apartado;Antioquia;SI;NO;41;41 A 50;ADULTO
Docente;128.194.848;M;Apartado;Antioquia;NO;NO;18;18  A 30;JOVEN
Docente;133.291.238;M;Apartado;Antioquia;SI;NO;50;41 A 50;ADULTO
Docente;83.015.835;F;Apartado;Antioquia;SI;NO;42;41 A 50;ADULTO
Docente;164.719.715;F;Apartado;Antioquia;SI;NO;36;31 a 40;ADULTO JOVEN
Docente;453.815.821;F;Medellin;Antioquia;NO;NO;18;18  A 30;JOVEN
Docente;409.520.145;F;Apartado;Antioquia;SI;NO;48;41 A 50;ADULTO
Docente;342.295.791;M;Apartado;Antioquia;NO;NO;49;41 A 50;ADULTO
Docente;357.072.950;F;Medellin;Antioquia;SI;NO;36;31 a 40;ADULTO JOVEN
Docente;473.749.604;M;Apartado;Antioquia;SI;NO;33;31 a 40;ADULTO JOVEN
Docente;548.643.441;M;Apartado;Antioquia;NO;NO;49;41 A 50;ADULTO
Docente;348.562.179;M;Apartado;Antioquia;SI;NO;57;51 EN ADELANTE;ADULTO MAYOR
Docente;226.401.784;F;Apartado;Antioquia;NO;NO;60;51 EN ADELANTE;ADULTO MAYOR
Docente;733.826.872;F;Apartado;Antioquia;NO;NO;44;41 A 50;ADULTO
Docente;668.889.026;F;Medellin;Antioquia;NO;NO;23;18  A 30;JOVEN
Docente;16.038.418;F;Apartado;Antioquia;NO;NO;43;41 A 50;ADULTO
Docente;376.205.254;M;Apartado;Antioquia;NO;NO;22;18  A 30;JOVEN
Docente;233.148.928;M;Medellin;Antioquia;NO;NO;40;31 a 40;ADULTO JOVEN
Docente;618.144.675;M;Apartado;Antioquia;SI;NO;60;51 EN ADELANTE;ADULTO MAYOR
Docente;364.123.452;F;Medellin;Antioquia;SI;NO;41;41 A 50;ADULTO
Docente;923.120.252;F;Medellin;Antioquia;NO;NO;39;31 a 40;ADULTO JOVEN
Docente;341.470.057;M;Apartado;Antioquia;SI;NO;37;31 a 40;ADULTO JOVEN
Docente;440.780.842;F;Apartado;Antioquia;SI;NO;18;18  A 30;JOVEN
Docente;447.645.153;M;Monteria;Cordoba;SI;NO;51;51 EN ADELANTE;ADULTO MAYOR
Docente;108.990.271;F;Medellin;Antioquia;NO;NO;18;18  A 30;JOVEN
Docente;346.546.724;F;Medellin;Antioquia;SI;NO;28;18  A 30;JOVEN
Docente;132.567.428;M;Cali;Valle del Cauca;NO;NO;57;51 EN ADELANTE;ADULTO MAYOR
Docente;639.613.981;F;Apartado;Antioquia;SI;NO;60;51 EN ADELANTE;ADULTO MAYOR
Docente;193.936.190;F;Apartado;Antioquia;NO;NO;32;31 a 40;ADULTO JOVEN
Docente;869.152.490;F;Medellin;Antioquia;NO;NO;48;41 A 50;ADULTO
Docente;844.550.373;M;Apartado;Antioquia;NO;NO;39;31 a 40;ADULTO JOVEN
Docente;620.840.570;M;Apartado;Antioquia;SI;NO;49;41 A 50;ADULTO
Docente;586.290.759;M;Medellin;Antioquia;SI;NO;23;18  A 30;JOVEN
Docente;565.887.866;F;Medellin;Antioquia;NO;NO;59;51 EN ADELANTE;ADULTO MAYOR
Docente;62.298.729;F;Medellin;Antioquia;NO;NO;21;18  A 30;JOVEN
Docente;830.690.607;M;Apartado;Antioquia;SI;NO;60;51 EN ADELANTE;ADULTO MAYOR
Docente;262.640.512;M;Medellin;Antioquia;NO;NO;40;31 a 40;ADULTO JOVEN
Docente;294.315.413;M;Medellin;Antioquia;SI;NO;57;51 EN ADELANTE;ADULTO MAYOR
Docente;237.797.036;M;Medellin;Antioquia;SI;NO;57;51 EN ADELANTE;ADULTO MAYOR
Docente;265.646.774;F;Medellin;Antioquia;SI;NO;52;51 EN ADELANTE;ADULTO MAYOR
Docente;927.287.478;M;Sincelejo;Sucre;SI;NO;36;31 a 40;ADULTO JOVEN
Docente;860.307.860;M;Apartado;Antioquia;NO;NO;19;18  A 30;JOVEN
Docente;890.953.079;M;Apartado;Antioquia;SI;NO;29;18  A 30;JOVEN
Docente;625.828.519;M;Medellin;Antioquia;SI;NO;41;41 A 50;ADULTO
Docente;40.897.837;F;Medellin;Antioquia;NO;NO;24;18  A 30;JOVEN
Docente;227.269.808;M;Medellin;Antioquia;SI;NO;55;51 EN ADELANTE;ADULTO MAYOR
Docente;213.367.165;M;Medellin;Antioquia;NO;NO;49;41 A 50;ADULTO
Docente;44.727.931;M;Medellin;Antioquia;NO;NO;60;51 EN ADELANTE;ADULTO MAYOR
Docente;490.116.725;M;Medellin;Antioquia;NO;NO;56;51 EN ADELANTE;ADULTO MAYOR
Docente;960.834.787;F;Medellin;Antioquia;SI;NO;34;31 a 40;ADULTO JOVEN
Docente;603.634.029;M;Medellin;Antioquia;NO;NO;37;31 a 40;ADULTO JOVEN
Docente;501.810.349;F;Medellin;Antioquia;NO;NO;40;31 a 40;ADULTO JOVEN
Docente;854.012.714;F;Medellin;Antioquia;NO;NO;27;18  A 30;JOVEN
Docente;622.122.002;M;Medellin;Antioquia;SI;NO;36;31 a 40;ADULTO JOVEN
Docente;213.939.501;M;Apartado;Antioquia;NO;NO;57;51 EN ADELANTE;ADULTO MAYOR
Docente;885.919.623;F;Medellin;Antioquia;NO;NO;24;18  A 30;JOVEN
Docente;574.546.798;F;Medellin;Antioquia;SI;NO;36;31 a 40;ADULTO JOVEN
Docente;646.294.280;F;Medellin;Antioquia;NO;NO;59;51 EN ADELANTE;ADULTO MAYOR
Docente;275.096.053;F;Medellin;Antioquia;SI;NO;53;51 EN ADELANTE;ADULTO MAYOR
Docente;696.079.538;M;Apartado;Antioquia;NO;NO;25;18  A 30;JOVEN
Docente;850.655.022;M;Medellin;Antioquia;NO;NO;54;51 EN ADELANTE;ADULTO MAYOR
Docente;1.634.101;F;Medellin;Antioquia;NO;NO;49;41 A 50;ADULTO
Docente;206.960.361;F;Medellin;Antioquia;NO;NO;33;31 a 40;ADULTO JOVEN
Docente;272.399.382;M;Medellin;Antioquia;SI;NO;48;41 A 50;ADULTO
Docente;7.393.921;M;Medellin;Antioquia;NO;NO;33;31 a 40;ADULTO JOVEN
Docente;357.140.692;F;Monteria;Cordoba;NO;NO;50;41 A 50;ADULTO
Docente;4.829.363;F;Medellin;Antioquia;SI;NO;38;31 a 40;ADULTO JOVEN
Docente;128.576.461;M;Medellin;Antioquia;NO;NO;51;51 EN ADELANTE;ADULTO MAYOR
Docente;991.953.976;F;Apartado;Antioquia;NO;NO;22;18  A 30;JOVEN
Docente;413.888.345;F;Apartado;Antioquia;NO;NO;35;31 a 40;ADULTO JOVEN
Docente;909.790.541;F;Medellin;Antioquia;NO;NO;45;41 A 50;ADULTO
Docente;667.176.317;F;Medellin;Antioquia;NO;NO;51;51 EN ADELANTE;ADULTO MAYOR
Docente;360.705.244;M;Medellin;Antioquia;NO;NO;56;51 EN ADELANTE;ADULTO MAYOR
Docente;200.751.645;M;Medellin;Antioquia;SI;NO;44;41 A 50;ADULTO
Docente;575.232.019;F;Medellin;Antioquia;NO;NO;29;18  A 30;JOVEN
Docente;361.978.637;F;Medellin;Antioquia;NO;NO;42;41 A 50;ADULTO
Docente;860.802.521;F;Medellin;Antioquia;SI;NO;44;41 A 50;ADULTO
Docente;268.765.433;F;Medellin;Antioquia;NO;NO;44;41 A 50;ADULTO
Docente;824.113.315;F;Medellin;Antioquia;NO;NO;26;18  A 30;JOVEN
Docente;100.267.866;M;Sincelejo;Sucre;SI;NO;38;31 a 40;ADULTO JOVEN
Docente;826.021.783;M;Medellin;Antioquia;NO;NO;55;51 EN ADELANTE;ADULTO MAYOR
Docente;26.569.572;M;Medellin;Antioquia;SI;NO;60;51 EN ADELANTE;ADULTO MAYOR
Docente;103.963.336;M;Medellin;Antioquia;NO;NO;28;18  A 30;JOVEN
Docente;892.113.897;M;Medellin;Antioquia;NO;NO;38;31 a 40;ADULTO JOVEN
Docente;418.120.564;F;Medellin;Antioquia;NO;NO;59;51 EN ADELANTE;ADULTO MAYOR
Docente;10.195.640;F;Apartado;Antioquia;SI;NO;34;31 a 40;ADULTO JOVEN
Docente;258.321.978;M;Medellin;Antioquia;NO;NO;28;18  A 30;JOVEN
Docente;481.323.081;M;Medellin;Antioquia;NO;NO;28;18  A 30;JOVEN
Docente;270.714.729;M;Medellin;Antioquia;SI;NO;42;41 A 50;ADULTO
Docente;36.291.117;M;Medellin;Antioquia;SI;NO;58;51 EN ADELANTE;ADULTO MAYOR
Docente;94.432.690;M;Medellin;Antioquia;SI;NO;41;41 A 50;ADULTO
Docente;931.462.799;F;Monteria;Cordoba;NO;NO;28;18  A 30;JOVEN
Docente;824.021.666;F;Apartado;Antioquia;NO;NO;25;18  A 30;JOVEN
Docente;185.664.483;M;Apartado;Antioquia;NO;NO;33;31 a 40;ADULTO JOVEN
Docente;901.459.674;M;Pasto;Narino;NO;NO;25;18  A 30;JOVEN
Docente;784.218.078;M;Medellin;Antioquia;NO;NO;47;41 A 50;ADULTO
Docente;337.276.241;F;Medellin;Antioquia;NO;NO;48;41 A 50;ADULTO
Docente;768.779.147;F;Medellin;Antioquia;NO;NO;49;41 A 50;ADULTO
Docente;398.985.833;F;Medellin;Antioquia;NO;NO;44;41 A 50;ADULTO
Docente;890.677.957;F;Apartado;Antioquia;NO;NO;31;31 a 40;ADULTO JOVEN
Docente;425.208.543;M;Medellin;Antioquia;NO;NO;59;51 EN ADELANTE;ADULTO MAYOR
Docente;826.575.909;F;Apartado;Antioquia;NO;NO;53;51 EN ADELANTE;ADULTO MAYOR
Docente;650.393.487;F;Apartado;Antioquia;NO;NO;42;41 A 50;ADULTO
Docente;188.530.965;F;Medellin;Antioquia;NO;NO;60;51 EN ADELANTE;ADULTO MAYOR
Docente;293.806.184;M;Medellin;Antioquia;SI;NO;52;51 EN ADELANTE;ADULTO MAYOR
Docente;577.631.152;M;Medellin;Antioquia;NO;NO;22;18  A 30;JOVEN
Docente;738.672.293;M;Florencia;Caqueta;NO;NO;30;18  A 30;JOVEN
Docente;718.786.625;F;Apartado;Antioquia;NO;NO;18;18  A 30;JOVEN
Docente;262.684.753;F;Apartado;Antioquia;NO;NO;37;31 a 40;ADULTO JOVEN
Docente;430.867.678;F;Medellin;Antioquia;NO;NO;57;51 EN ADELANTE;ADULTO MAYOR
Docente;935.549.945;M;Medellin;Antioquia;NO;NO;28;18  A 30;JOVEN
Docente;444.551.892;M;Monteria;Cordoba;SI;NO;41;41 A 50;ADULTO
Docente;210.582.701;M;Medellin;Antioquia;NO;NO;35;31 a 40;ADULTO JOVEN
Docente;366.816.685;F;Medellin;Antioquia;NO;NO;37;31 a 40;ADULTO JOVEN
Docente;560.236.005;M;Florencia;Caqueta;NO;NO;48;41 A 50;ADULTO
Docente;869.535.469;M;Medellin;Antioquia;NO;NO;49;41 A 50;ADULTO
Docente;912.391.817;F;Apartado;Antioquia;NO;NO;52;51 EN ADELANTE;ADULTO MAYOR
Docente;396.919.883;F;Medellin;Antioquia;NO;NO;30;18  A 30;JOVEN
Docente;534.266.538;M;Apartado;Antioquia;NO;NO;37;31 a 40;ADULTO JOVEN
Docente;485.635.219;F;Medellin;Antioquia;NO;NO;23;18  A 30;JOVEN
Docente;587.782.126;F;Medellin;Antioquia;SI;NO;40;31 a 40;ADULTO JOVEN
Docente;973.338.900;F;Apartado;Antioquia;SI;NO;35;31 a 40;ADULTO JOVEN
Docente;449.372.213;F;Apartado;Antioquia;NO;NO;35;31 a 40;ADULTO JOVEN
Docente;614.510.300;F;Apartado;Antioquia;NO;NO;26;18  A 30;JOVEN
Docente;172.915.715;F;Medellin;Antioquia;NO;NO;22;18  A 30;JOVEN
Docente;9.686.224;M;Medellin;Antioquia;SI;NO;39;31 a 40;ADULTO JOVEN
Docente;327.721.757;M;Medellin;Antioquia;NO;NO;36;31 a 40;ADULTO JOVEN
Docente;145.929.129;F;Medellin;Antioquia;NO;NO;44;41 A 50;ADULTO
Docente;193.971.437;M;Medellin;Antioquia;NO;NO;42;41 A 50;ADULTO
Docente;280.687.545;F;Medellin;Antioquia;NO;NO;29;18  A 30;JOVEN
Docente;351.413.492;F;Medellin;Antioquia;NO;NO;58;51 EN ADELANTE;ADULTO MAYOR
Docente;924.802.404;M;Popayan;Cauca;SI;NO;21;18  A 30;JOVEN
Docente;929.119.726;F;Apartado;Antioquia;NO;NO;28;18  A 30;JOVEN
Docente;391.842.886;F;Medellin;Antioquia;SI;NO;31;31 a 40;ADULTO JOVEN
Docente;805.962.164;F;Medellin;Antioquia;NO;NO;42;41 A 50;ADULTO
Docente;63.922.349;F;Medellin;Antioquia;NO;NO;56;51 EN ADELANTE;ADULTO MAYOR
Docente;134.837.936;F;Medellin;Antioquia;NO;NO;58;51 EN ADELANTE;ADULTO MAYOR
Docente;755.220.907;F;Medellin;Antioquia;NO;NO;50;41 A 50;ADULTO
Docente;48.441.317;M;Medellin;Antioquia;NO;NO;18;18  A 30;JOVEN
Docente;607.867.396;F;Medellin;Antioquia;NO;NO;35;31 a 40;ADULTO JOVEN
Docente;994.711.204;F;Medellin;Antioquia;NO;NO;21;18  A 30;JOVEN
Docente;318.298.199;M;Medellin;Antioquia;NO;NO;37;31 a 40;ADULTO JOVEN
Docente;32.169.642;F;Medellin;Antioquia;NO;NO;32;31 a 40;ADULTO JOVEN
Docente;169.218.066;F;Medellin;Antioquia;NO;NO;20;18  A 30;JOVEN
Docente;840.027.145;M;Medellin;Antioquia;SI;NO;21;18  A 30;JOVEN
Docente;993.986.577;M;Ibague;Tolima;SI;NO;51;51 EN ADELANTE;ADULTO MAYOR
Docente;291.156.173;M;Apartado;Antioquia;NO;NO;31;31 a 40;ADULTO JOVEN
Docente;131.452.650;F;Medellin;Antioquia;NO;NO;25;18  A 30;JOVEN
Docente;433.411.499;M;Medellin;Antioquia;NO;NO;49;41 A 50;ADULTO
Docente;516.699.440;M;Medellin;Antioquia;NO;NO;55;51 EN ADELANTE;ADULTO MAYOR
Docente;6.551.983;M;Medellin;Antioquia;NO;NO;49;41 A 50;ADULTO
Docente;74.545.741;F;Apartado;Antioquia;NO;NO;48;41 A 50;ADULTO
Docente;264.901.598;M;Medellin;Antioquia;SI;NO;52;51 EN ADELANTE;ADULTO MAYOR
Docente;449.544.355;F;Medellin;Antioquia;NO;NO;33;31 a 40;ADULTO JOVEN
Docente;114.644.302;M;Medellin;Antioquia;SI;SI;55;51 EN ADELANTE;ADULTO MAYOR
Docente;482.586.639;M;Medellin;Antioquia;NO;NO;34;31 a 40;ADULTO JOVEN
Docente;449.732.344;M;Medellin;Antioquia;NO;NO;58;51 EN ADELANTE;ADULTO MAYOR
Docente;510.107.517;F;Medellin;Antioquia;NO;NO;31;31 a 40;ADULTO JOVEN
Docente;418.187.046;M;Medellin;Antioquia;NO;NO;30;18  A 30;JOVEN
Docente;492.528.835;M;Medellin;Antioquia;NO;NO;22;18  A 30;JOVEN
Docente;145.382.961;M;Medellin;Antioquia;NO;NO;59;51 EN ADELANTE;ADULTO MAYOR
Docente;37.326.292;F;Medellin;Antioquia;SI;NO;50;41 A 50;ADULTO
Docente;626.977.087;F;Medellin;Antioquia;NO;NO;19;18  A 30;JOVEN
Docente;722.869.611;M;Medellin;Antioquia;SI;NO;20;18  A 30;JOVEN
Docente;301.312.203;M;Medellin;Antioquia;NO;NO;31;31 a 40;ADULTO JOVEN
Docente;583.896.024;M;Medellin;Antioquia;SI;NO;53;51 EN ADELANTE;ADULTO MAYOR
